Character,Type,Content
Narration,Narrative,a...it's...it's a lunchbox!  We've
Narration,Narrative,"got a lunchbox, here!"
Narration,Narrative,
Narration,Narrative,A lunchbox?!
Narration,Narrative,
Narration,Narrative,A lunchbox...?!
Narration,Narrative,
Narration,Narrative,For lunch.  Heh heh heh...
Narration,Narrative,
Narration,Narrative,(over monitor)
Narration,Narrative,"Ok, second present...it appears to"
Narration,Narrative,"be...okay, it's bed sheets."
Narration,Narrative,
Narration,Narrative,Who invited THAT kid?!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
MATCH DISSOLVE TO,Dialogue,
Narration,Narrative,
Narration,Narrative,"Oh, only one left."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(over monitor)
Narration,Narrative,"Okay, we're on the last present now..."
Narration,Narrative,
Narration,Narrative,Last present!
Narration,Narrative,
Narration,Narrative,(over monitor)
Narration,Narrative,It's a big one...It's a...it's a
Narration,Narrative,boardgame!  Repeat!  Battleship --
Narration,Narrative,"Battleship, the boardgame!"
Narration,Narrative,
Narration,Narrative,The toys CHEER WITH RELIEF.
Narration,Narrative,
Narration,Narrative,"Yeah, alright!!"
Narration,Narrative,
Narration,Narrative,"Hamm gives Potato Head a congratulatory pat on the back,"
Narration,Narrative,sending his facial features flying.
Narration,Narrative,
Narration,Narrative,"Hey, watch it!"
Narration,Narrative,
Narration,Narrative,"Sorry there, old Spudhead."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(to army men)
Narration,Narrative,"Mission accomplished.  Well done,"
Narration,Narrative,"men.  Pack it up, we're going home."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,So did I tell ya?  Huh?  Nothing to
Narration,Narrative,worry about.
Narration,Narrative,
Narration,Narrative,"I knew you were right all along,"
Narration,Narrative,Woody.  Never doubted you for a
Narration,Narrative,second.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The platoon is preparing to exit the plant when...
Narration,Narrative,
Narration,Narrative,"Wait a minute.  Oooh, what do we"
Narration,Narrative,have here?!
Narration,Narrative,
Narration,Narrative,The Sargent lifts his binoculars back to his eyes.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Mrs. Davis can be seen opening the closet and pulling out
Narration,Narrative,another large present.
Narration,Narrative,
Narration,Narrative,(indicating the baby monitor)
Narration,Narrative,Wait -- turn that thing back on!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(over monitor)
Narration,Narrative,"Come in, Mother Bird, come in,"
Narration,Narrative,Mother Bird.
Narration,Narrative,
Narration,Narrative,All the toys tense up.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Mom has pulled a surprise present
Narration,Narrative,from the closet.  Andy's opening it...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,He's really excited about this one.
Narration,Narrative,It's a huge package.  Oh -- get
Narration,Narrative,out -- one of the kids is in the
Narration,Narrative,"way, I can't see..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,(from monitor)
Narration,Narrative,...it's...it's a --
Narration,Narrative,
Narration,Narrative,"The sound of children CHEERING emits from the monitor,"
Narration,Narrative,cutting off the Sargent.
Narration,Narrative,
Narration,Narrative,It's a WHAT?! WHAT IS IT?!!!
Narration,Narrative,
Narration,Narrative,"Rex grabs a leg of the nightstand and shakes it, making the"
Narration,Narrative,monitor drop to the floor.  The impact causes the batteries
Narration,Narrative,to roll out.
Narration,Narrative,
Narration,Narrative,"Oh, no!"
Narration,Narrative,
Narration,Narrative,"Oh, ya big lizard!  Now we'll never"
Narration,Narrative,know what it is!
Narration,Narrative,
Narration,Narrative,(sarcastic)
Narration,Narrative,"Way to go, Rex."
Narration,Narrative,
Narration,Narrative,Everyone rushes to the fallen monitor.  Potato Head tries to
Narration,Narrative,correctly insert the batteries.
Narration,Narrative,
Narration,Narrative,"No, no!  Turn 'em around, turn 'em"
Narration,Narrative,around!
Narration,Narrative,
Narration,Narrative,"Eh, he's puttin' 'em in backwards!"
Narration,Narrative,
Narration,Narrative,"Plus is positive, minus is negative!"
Narration,Narrative,"Oh, let me!"
Narration,Narrative,
Narration,Narrative,Woody jumps down off the bed and shoves both Hamm and Potato
Narration,Narrative,Head aside.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Let's go to my room, guys!"
Narration,Narrative,
Narration,Narrative,The kids rush past the houseplant.
Narration,Narrative,
Narration,Narrative,(into the monitor)
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody puts the last battery back in.
Narration,Narrative,
Narration,Narrative,There.
Narration,Narrative,
Narration,Narrative,(over monitor)
Narration,Narrative,Juvenile intrusion!  Repeat!
Narration,Narrative,Resume your positions NOW!
Narration,Narrative,
Narration,Narrative,"Andy's coming, everybody!  Back to"
Narration,Narrative,your places.  Hurry!
Narration,Narrative,
Narration,Narrative,The toys PANIC and scatter about the room.
Narration,Narrative,
Narration,Narrative,Where's my ear?  Who's seen my ear?
Narration,Narrative,Did you see my ear?
Narration,Narrative,
Narration,Narrative,"Outta my way!  Here I come, here I"
Narration,Narrative,come --
Narration,Narrative,
Narration,Narrative,"Frantic, Rex slams into a trashcan and falls over."
Narration,Narrative,
Narration,Narrative,Everyone scurries to their places as the KIDS' FOOTSTEPS
Narration,Narrative,grow louder.
Narration,Narrative,
Narration,Narrative,Woody falls limp in his spot on the bed just as...
Narration,Narrative,
Narration,Narrative,Andy's bedroom door flies open and a flood of children's
Narration,Narrative,feet rush in.
Narration,Narrative,
Narration,Narrative,"Hey, look!  His lasers light up."
Narration,Narrative,"Take that, Zurg!"
Narration,Narrative,
Narration,Narrative,"Woody is flung off Andy's pillow and slides, unnoticed, down"
Narration,Narrative,the gap between the bed and the back wall.
Narration,Narrative,
Narration,Narrative,Quick!  Make a space!  This is
Narration,Narrative,where the spaceship lands.
Narration,Narrative,
Narration,Narrative,-- and you press his back and he
Narration,Narrative,does a karate-chop action!
Narration,Narrative,
Narration,Narrative,"Come on down, guys.  It's time for"
Narration,Narrative,games!  We've got prizes!
Narration,Narrative,
Narration,Narrative,"Oh, yeah!"
Narration,Narrative,
Narration,Narrative,"The kids all run out as fast as they entered, SLAMMING THE"
Narration,Narrative,DOOR behind them.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The toys slowly come to life and make their way toward the bed.
Narration,Narrative,
Narration,Narrative,What is it?
Narration,Narrative,
Narration,Narrative,Can you see it?
Narration,Narrative,
Narration,Narrative,What the heck is up there?
Narration,Narrative,
Narration,Narrative,Woody?  Who's up there with you?
Narration,Narrative,
Narration,Narrative,Woody crawls out from under the bed.  The toys are shocked
Narration,Narrative,to discover him there.
Narration,Narrative,
Narration,Narrative,"Woody, what are you doing under the"
Narration,Narrative,bed?
Narration,Narrative,
Narration,Narrative,(composing himself)
Narration,Narrative,"Uh-h-h-h...nothing!  Uh, nothing."
Narration,Narrative,I'm sure Andy was just a little
Narration,Narrative,"excited, that's all.  Too much cake"
Narration,Narrative,"and ice cream, I suppose.  It's"
Narration,Narrative,just a mistake.
Narration,Narrative,
Narration,Narrative,"Well, that MISTAKE is sitting in"
Narration,Narrative,"your spot, Woody."
Narration,Narrative,
Narration,Narrative,Have you been replaced?
Narration,Narrative,
Narration,Narrative,Hey!  What did I tell you earlier?
Narration,Narrative,No one is getting replaced.
Narration,Narrative,
Narration,Narrative,The toys give each other a look of doubt.
Narration,Narrative,
Narration,Narrative,"Now let's all be polite, and give"
Narration,Narrative,"whatever it is up there a nice, big"
Narration,Narrative,"""Andy's Room"" welcome."
Narration,Narrative,
Narration,Narrative,"Woody climbs slowly up the side of the bed, peeking over the"
Narration,Narrative,edge.  His eyes widen at the sight of...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,We see Buzz as Woody does - an expensive looking space age
Narration,Narrative,"action figure, covered with buttons and stickers from head"
Narration,Narrative,"to toe.  The imposing ""G.I. Joe-sized"" doll stands heroically"
Narration,Narrative,"in the center of the bed, his back to Woody."
Narration,Narrative,
Narration,Narrative,Woody GULPS.
Narration,Narrative,
Narration,Narrative,Buzz comes alive and looks around.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"While he scans the bedroom a ""DARTH VADER"" LIKE BREATHING is"
Narration,Narrative,heard.
Narration,Narrative,
Narration,Narrative,Buzz eyes it all suspiciously and pushes a button on his chest.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz Lightyear to Star Command.
Narration,Narrative,"Come in, Star Command."
Narration,Narrative,
Narration,Narrative,Nothing.  He pushes the button again.
Narration,Narrative,
Narration,Narrative,Star Command - come in.  Do you
Narration,Narrative,read me?
Narration,Narrative,(to himself)
Narration,Narrative,Why don't they answer?!!
Narration,Narrative,"Just then, Buzz catches sight of his ripped packaging.  The"
Narration,Narrative,box is designed to look like a spaceship.
Narration,Narrative,
Narration,Narrative,My ship!!
Narration,Narrative,
Narration,Narrative,He runs up to the box and investigates the damage.
Narration,Narrative,
Narration,Narrative,Blast!  This'll take weeks to repair!
Narration,Narrative,
Narration,Narrative,Buzz flips open a plastic compartment on his arm -- his
Narration,Narrative,wrist communicator.
Narration,Narrative,
Narration,Narrative,Buzz Lightyear Mission Log.
Narration,Narrative,Stardate 4072: My ship has run off
Narration,Narrative,course en route to sector 12.  I've
Narration,Narrative,crash landed on a strange planet.
Narration,Narrative,The impact must have awoken me from
Narration,Narrative,hyper-sleep.
Narration,Narrative,
Narration,Narrative,Buzz springs up and down on the squishy surface of the bed.
Narration,Narrative,
Narration,Narrative,(into communicator)
Narration,Narrative,Terrain seems a bit unstable...
Narration,Narrative,
Narration,Narrative,He taps the sticker of controls on his wrist communicator.
Narration,Narrative,
Narration,Narrative,(into communicator)
Narration,Narrative,No read-out yet if the air is
Narration,Narrative,breathable... and there seems to be
Narration,Narrative,no sign of intelligent life
Narration,Narrative,anywhere --
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody's face suddenly pops into view.
Narration,Narrative,
Narration,Narrative,Hello-o-o...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Buzz jumps back, taking a fighting stance.  He presses a"
Narration,Narrative,"button on his arm that turns on a red ""laser beam"" light on"
Narration,Narrative,his wrist.  Buzz aims the red beam on Woody's forehead and
Narration,Narrative,holds it there.
Narration,Narrative,
Narration,Narrative,"Aaaaaaah!  Whoa, hey, whoa, did I"
Narration,Narrative,frighten you?  Didn't mean to.
Narration,Narrative,Sorry.  Howdy!  My name is Woody
Narration,Narrative,and this is Andy's room.  That's
Narration,Narrative,"all I wanted to say, and also,"
Narration,Narrative,there has been a bit of a mix-up.
Narration,Narrative,"This is my spot, see, the bed here --"
Narration,Narrative,
Narration,Narrative,"While Woody is speaking, Buzz notices the sheriff's badge on"
Narration,Narrative,Woody's vest.
Narration,Narrative,
Narration,Narrative,(de-activating his
Narration,Narrative,laser beam)
Narration,Narrative,Local law enforcement!  It's about
Narration,Narrative,time you got here.  I'm Buzz
Narration,Narrative,"Lightyear, Space Ranger, Universe"
Narration,Narrative,Protection Unit.  My ship has crash
Narration,Narrative,landed here by mistake.
Narration,Narrative,
Narration,Narrative,"Buzz begins walking around the bed, surveying the situation."
Narration,Narrative,Woody tries to keep up.
Narration,Narrative,
Narration,Narrative,"Yes, it is a mistake, because, you"
Narration,Narrative,"see, the bed, here, is my spot."
Narration,Narrative,
Narration,Narrative,I need to repair my turbo boosters.
Narration,Narrative,Do you people still use fossil
Narration,Narrative,"fuels, or have you discovered"
Narration,Narrative,crystalic fusion?
Narration,Narrative,
Narration,Narrative,"Well, let's see, we've got double"
Narration,Narrative,A's --
Narration,Narrative,
Narration,Narrative,Watch yourself!!
Narration,Narrative,
Narration,Narrative,Buzz shoves Woody down on the bed and re-activates his wrist
Narration,Narrative,laser.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Halt!  Who goes there?!
Narration,Narrative,
Narration,Narrative,The other toys are peeking over the edge of the bed.
Narration,Narrative,
Narration,Narrative,Don't shoot!  It's okay!  Friends!
Narration,Narrative,
Narration,Narrative,(to Woody)
Narration,Narrative,Do you know these life forms?
Narration,Narrative,
Narration,Narrative,Yes.  They're Andy's toys.
Narration,Narrative,
Narration,Narrative,"Alright, everyone.  You're clear to"
